Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1510A-42X-3-A,0.0,150.0,381.1,382.6,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,3,A
371-U1510A-42X-4-A,0.0,104.0,382.6,383.64,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,4,A
371-U1510A-42X-4-A,104.0,106.0,383.64,383.66,,,,,,chert [USGS],,chert,,,5Y 2.5/1 (black),,,,,,,,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,42,X,4,A
371-U1510A-42X-4-A,106.0,150.0,383.66,384.1,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,4,A
371-U1510A-42X-5-A,0.0,140.0,384.1,385.5,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,5,A
371-U1510A-42X-6-A,0.0,113.0,385.6,386.73,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,6,A
371-U1510A-42X-CC-A,0.0,17.0,386.73,386.9,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Pale green laminae throughout,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,42,X,CC,A
371-U1510A-43X-1-A,0.0,82.0,387.7,388.52,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,43,X,1,A
371-U1510A-43X-CC-A,0.0,8.0,388.52,388.6,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,43,X,CC,A
371-U1510A-44X-1-A,0.0,2.0,397.2,397.22,,,,,,chert [USGS],,chert,,,5Y 3/1 (very dark gray),,,,,,,,,,,,Likely fall-in,,,,,,,,,,chert,chert,,,,371,U1510,A,44,X,1,A
371-U1510A-44X-1-A,2.0,140.0,397.22,398.6,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Dark speck at 120 cm. Thin green lamina present.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,44,X,1,A
371-U1510A-44X-2-A,0.0,19.0,398.7,398.89,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,44,X,2,A
371-U1510A-44X-2-A,19.0,23.0,398.89,398.93,,,,,,chert [USGS],,chert,,,5Y 6/2 (light olive gray),,,,,,,,,,,,fragmented,,,,,,,,,,chert,chert,,,,371,U1510,A,44,X,2,A
371-U1510A-44X-2-A,23.0,108.0,398.93,399.78,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,Thin green lamina present,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,44,X,2,A
371-U1510A-44X-CC-A,0.0,8.0,399.78,399.86,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,44,X,CC,A
371-U1510A-45X-1-A,0.0,150.0,406.7,408.2,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,1,A
371-U1510A-45X-2-A,0.0,140.0,408.2,409.6,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,2,A
371-U1510A-45X-3-A,0.0,60.0,409.7,410.3,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,60.0,62.0,410.3,410.32,,,,,,,,chert,,,5Y 7/1 (light gray),,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,62.0,78.0,410.32,410.48,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,78.0,81.0,410.48,410.51,,,,,,tuff,,tuff,,,5Y 2.5/1 (black),,,,,,clay [W22_1],1,,,,,Contains amorphous organic matter in smear slide.,,,,,,,,,,tuff,tuff,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,81.0,82.0,410.51,410.52,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,82.0,84.0,410.52,410.54,,,,,,chert [USGS],,chert,,,5Y 7/1 (light gray),,,,,,clay [W22_1],1,,,,,,,,,,,,,,,chert,chert,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,84.0,102.0,410.54,410.72,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,102.0,105.0,410.72,410.75,,,,,,tuff,,tuff,,,5Y 6/1 (gray),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-3-A,105.0,135.0,410.75,411.05,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,3,A
371-U1510A-45X-CC-A,0.0,27.0,411.05,411.32,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,45,X,CC,A
371-U1510A-46X-1-A,0.0,20.0,416.3,416.5,,,,,,tuff,,tuff,,,5Y 2.5/1 (black),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,46,X,1,A
371-U1510A-46X-1-A,20.0,34.0,416.5,416.64,,,,,,tuff,,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,,fine sand [W22_2],4,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,46,X,1,A
371-U1510A-46X-1-A,34.0,53.0,416.64,416.83,,,,,,tuff,,tuff,,,GLEY 1 3/N (very dark gray),bed,,normal grading,,medium bed [B01],medium sand [W22_2],5,,,absent,0,coarse grain layer of organic-rich claystone. probably from drilling disturbance ?,sharp inclined boundary or contact,,sharp,,,,,,,tuff,tuff,,,,371,U1510,A,46,X,1,A
371-U1510A-46X-1-A,53.0,127.0,416.83,417.57,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,46,X,1,A
371-U1510A-46X-1-A,127.0,129.0,417.57,417.59,,,,,,tuff,,tuff,,,5Y 6/1 (gray),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,46,X,1,A
371-U1510A-46X-1-A,129.0,149.0,417.59,417.79,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,46,X,1,A
371-U1510A-46X-2-A,0.0,90.0,417.79,418.69,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,46,X,2,A
371-U1510A-46X-3-A,0.0,64.0,418.69,419.33,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,46,X,3,A
371-U1510A-46X-CC-A,0.0,23.0,419.33,419.56,,,,,,nannofossil chalk,,nannofossil chalk,foraminifers,,N 9 (white),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,46,X,CC,A
371-U1510A-46X-CC-A,23.0,27.0,419.56,419.6,,,,,,tuff,,tuff,,,5Y 6/1 (gray),,,,,,silt [W22_1],2,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,46,X,CC,A
371-U1510A-47X-1-A,0.0,16.0,425.9,426.06,,,,,,nannofossil chalk,,nannofossil chalk,,,N 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,1,A
371-U1510A-47X-1-A,16.0,24.0,426.06,426.14,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 4/N (dark gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,1,A
371-U1510A-47X-1-A,24.0,32.0,426.14,426.22,,,,,,tuff,,tuff,,,,,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,47,X,1,A
371-U1510A-47X-1-A,32.0,116.0,426.22,427.06,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,1,A
371-U1510A-47X-1-A,116.0,131.0,427.06,427.21,,,,,,tuff,with clay [2014],tuff with clay,,,gley 1 2.5/n (black),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,tuff,tuff with clay,,,,371,U1510,A,47,X,1,A
371-U1510A-47X-1-A,131.0,150.0,427.21,427.4,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,1,A
371-U1510A-47X-2-A,0.0,150.0,427.4,428.9,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,2,A
371-U1510A-47X-3-A,0.0,27.0,428.9,429.17,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,3,A
371-U1510A-47X-3-A,27.0,29.0,429.17,429.19,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 6/N (gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,cherty limestone,limestone,,,,371,U1510,A,47,X,3,A
371-U1510A-47X-3-A,29.0,82.0,429.19,429.72,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,3,A
371-U1510A-47X-4-A,0.0,28.0,429.81,430.09,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-4-A,28.0,33.0,430.09,430.14,,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 6/10Y (greenish gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-4-A,33.0,43.0,430.14,430.24,,,,,,tuff,,tuff,,,GLEY 1 4/5G (greenish gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-4-A,43.0,46.0,430.24,430.27,,,,,,tuff,,tuff,,,GLEY 1 4/N (dark gray),,,,,,fine sand [W22_2],4,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-4-A,46.0,52.0,430.27,430.33,,,,,,tuff,,tuff,,,gley 1 2.5/n (black),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-4-A,52.0,58.0,430.33,430.39,,,,,,tuff,,tuff,,,GLEY 1 4/N (dark gray),,,,,,medium sand [W22_2],5,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-4-A,58.0,91.0,430.39,430.72,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,4,A
371-U1510A-47X-CC-A,0.0,25.0,430.72,430.97,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,47,X,CC,A
371-U1510A-48X-1-A,0.0,140.0,435.4,436.8,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,48,X,1,A
371-U1510A-48X-2-A,0.0,72.0,436.9,437.62,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,48,X,2,A
371-U1510A-48X-2-A,72.0,77.0,437.62,437.67,,,,,,chert [USGS],,chert,,,gley 1 7/n (light gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,48,X,2,A
371-U1510A-48X-2-A,77.0,83.0,437.67,437.73,,,,,,tuff,,tuff,,,GLEY 1 4/5G (greenish gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,48,X,2,A
371-U1510A-48X-2-A,83.0,102.0,437.73,437.92,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,48,X,2,A
371-U1510A-48X-2-A,102.0,107.0,437.92,437.97,,,,,,chert [USGS],,chert,,,gley 1 7/n (light gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,48,X,2,A
371-U1510A-48X-3-A,0.0,3.0,437.97,438.0,,,,,,tuff,,tuff,,,gley 1 2.5/n (black),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,48,X,3,A
371-U1510A-48X-3-A,3.0,56.0,438.0,438.53,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,48,X,3,A
371-U1510A-48X-3-A,56.0,61.0,438.53,438.58,,,,,,chert [USGS],,chert,,,gley 1 7/n (light gray),,,,,,clay [W22_1],1,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,48,X,3,A
371-U1510A-48X-3-A,61.0,82.0,438.58,438.79,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,48,X,3,A
371-U1510A-48X-CC-A,0.0,4.0,438.79,438.83,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,48,X,CC,A
371-U1510A-49X-1-A,0.0,10.0,445.0,445.1,,,,,,tuff,,tuff,,,gley 1 2.5/n (black),,,,,,silt [W22_1],2,,,absent,0,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,10.0,36.0,445.1,445.36,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,37.0,39.0,445.37,445.39,,,,,,tuff,,tuff,,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,39.0,43.0,445.39,445.43,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,43.0,44.0,445.43,445.44,,,,,,tuff,,tuff,,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,44.0,50.0,445.44,445.5,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,50.0,54.0,445.5,445.54,,,,,,chert [USGS],,chert,,,7.5YR 4/3 (brown),,,,,,,,,,,,A dark green claystone with volcanic ash laminae overlies a brown chert nodule. The nodule is rimmed by gray chert.,,,,,,,,,,chert,chert,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-1-A,54.0,150.0,445.54,446.5,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,1,A
371-U1510A-49X-2-A,0.0,46.0,446.5,446.96,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,2,A
371-U1510A-49X-2-A,46.0,57.0,446.96,447.07,,,,,,tuff,,tuff,,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,49,X,2,A
371-U1510A-49X-2-A,57.0,128.0,447.07,447.78,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,2,A
371-U1510A-49X-2-A,128.0,131.0,447.78,447.81,,,,,,tuff,,tuff,,,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1510,A,49,X,2,A
371-U1510A-49X-2-A,131.0,150.0,447.81,448.0,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,2,A
371-U1510A-49X-3-A,0.0,141.0,448.0,449.41,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,3,A
371-U1510A-49X-4-A,0.0,151.0,449.51,451.02,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,4,A
371-U1510A-49X-5-A,0.0,80.0,451.02,451.82,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Cm size dark grayish brown (10YR 4/2) chert nodules occur between 12 and 20 cm. Also greenish grey (GLEY 1 6/10GY) whispy laminations occur at 53 to 57 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,49,X,5,A
371-U1510A-50X-1-A,0.0,150.0,454.6,456.1,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Small cm-size brown chert nodules are seen at 0-3 and 11-20 cm. May be fall in. Chert nodules are often rimmed with a gray chert.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,50,X,1,A
371-U1510A-50X-2-A,0.0,150.0,456.1,457.6,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Small cm-size brown chert nodules are seen at 24-30 cm. Chert nodules are often rimmed with a gray chert.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,50,X,2,A
371-U1510A-50X-3-A,0.0,140.0,457.6,459.0,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,14-16 and 50-57 cm. May be fall in. Chert nodules are often rimmed with a gray chert.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,50,X,3,A
371-U1510A-50X-4-A,0.0,86.0,459.1,459.96,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Small cm-size brown chert nodules are seen at 0-23 cm. May be fall in. Chert nodules are often rimmed with a gray chert.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,50,X,4,A
371-U1510A-51X-1-A,0.0,150.0,464.2,465.7,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,Small cm-size brown chert nodules are seen at 0-87 cm. May be fall in (?). Chert nodules show color zonation from gray in the rim to brown in the center.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,51,X,1,A
371-U1510A-51X-2-A,0.0,150.0,465.7,467.2,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,51,X,2,A
371-U1510A-51X-3-A,0.0,90.0,467.2,468.1,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,51,X,3,A
371-U1510A-51X-4-A,0.0,52.0,468.21,468.73,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,51,X,4,A
371-U1510A-51X-CC-A,0.0,5.0,468.73,468.78,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,A chert interval occurs at 5-8 cm; color is light brown with gray rims.,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,51,X,CC,A
371-U1510A-51X-CC-A,5.0,8.0,468.78,468.81,,,,,,chert [USGS],,chert,,,2.5Y 6/3 (light yellowish brown),,,,,,,,,,,,,,,,,,,,,,chert,chert,,,,371,U1510,A,51,X,CC,A
371-U1510A-51X-CC-A,8.0,25.0,468.81,468.98,,,,,,nannofossil chalk,,nannofossil chalk,,,n 9 (white),,,,,,silt [W22_1],2,,,slight [B06],2,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,51,X,CC,A
371-U1510A-52X-1-A,0.0,112.0,473.7,474.82,,,,,,nannofossil chalk,,nannofossil chalk,,,N 8.5 (white),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,52,X,1,A
371-U1510A-52X-1-A,112.0,142.0,474.82,475.12,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,52,X,1,A
371-U1510A-52X-1-A,142.0,150.0,475.12,475.2,,,,,,nannofossil chalk,,nannofossil chalk,,,N 8.5 (white),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,52,X,1,A
371-U1510A-52X-2-A,0.0,65.0,475.2,475.85,,,,,,nannofossil chalk,,nannofossil chalk,,,N 8.5 (white),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,52,X,2,A
371-U1510A-52X-2-A,65.0,117.0,475.85,476.37,,,,,,nannofossil chalk,,nannofossil chalk,,,GLEY 1 8/5GY (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1510,A,52,X,2,A
371-U1510A-52X-2-A,117.0,121.0,476.37,476.41,,,,,,chert [USGS],,chert,,,7.5YR 7/3 (pink),,,,,,,,,,absent,0,,,,,,,,,,,chert,chert,,,,371,U1510,A,52,X,2,A
