Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
374-U1522A-72R-5-A,0,79,659.58,660.37,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,undulating or wavy boundary or contact [BJ80],,,,,,374,U1522,A,72,R,5,A,
374-U1522A-72R-5-A,79,93,660.37,660.51,diatom rich,mudstone,,diatom rich mudstone,,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1522,A,72,R,5,A,
374-U1522A-72R-CC-A,0,14,660.51,660.65,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,72,R,CC,A,
374-U1522A-73R-1-A,0,140,663.4,664.8,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 5/10GY (greenish gray),,,,,concretion,carbonate,,lonestone,,,Lonestones: 4.5-5.5 cm. Carbonate concretions: 7-9 cm.,,,,374,U1522,A,73,R,1,A,
374-U1522A-73R-2-A,0,55,664.8,665.35,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 5/10Y (greenish gray),,,,,,,,lonestone,,,Lonestones: 18.5-19.5 cm,,,,374,U1522,A,73,R,2,A,
374-U1522A-73R-2-A,55,141,665.35,666.21,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 65-66, 69-70, 100.5-103.5 cm",,,,374,U1522,A,73,R,2,A,
374-U1522A-73R-3-A,0,136,666.21,667.57,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 65.5-66.5, 92.5-94.5 cm",,,,374,U1522,A,73,R,3,A,
374-U1522A-73R-4-A,0,123,667.57,668.8,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones: 50-51.5, 101.5-103 cm",,,,374,U1522,A,73,R,4,A,
374-U1522A-73R-CC-A,0,19,668.8,668.99,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestones: 12-14 cm,,,,374,U1522,A,73,R,CC,A,
374-U1522A-74R-1-A,0,150,673,674.5,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,74,R,1,A,
374-U1522A-74R-2-A,0,150,674.5,676,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,74,R,2,A,
374-U1522A-74R-CC-A,0,77.5,676,676.775,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,74,R,CC,A,
374-U1522A-75R-1-A,0,141,682.6,684.01,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,1,A,
374-U1522A-75R-2-A,0,113,684.01,685.14,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,vein network,GLEY 1 5/10Y (greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1522,A,75,R,2,A,
374-U1522A-75R-2-A,113,145,685.14,685.46,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,2,A,
374-U1522A-75R-3-A,0,55,685.46,686.01,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,3,A,
374-U1522A-75R-3-A,55,64,686.01,686.1,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,interlamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,3,A,
374-U1522A-75R-3-A,64,140,686.1,686.86,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,3,A,
374-U1522A-75R-4-A,0,142,686.86,688.28,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,4,A,
374-U1522A-75R-5-A,0,148,688.28,689.76,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 27-28, 36-37, 38-40.5",,,,374,U1522,A,75,R,5,A,
374-U1522A-75R-6-A,0,108,689.76,690.84,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 43-46, 20-21, 133-134",,,,374,U1522,A,75,R,6,A,
374-U1522A-75R-6-A,108,114,690.84,690.9,diatom rich,clast-poor sandy diamict [M89m],,diatom rich clast-poor sandy diamict,interlamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,6,A,
374-U1522A-75R-6-A,114,122,690.9,690.98,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 43-46, 20-21, 133-134",,,,374,U1522,A,75,R,6,A,
374-U1522A-75R-6-A,122,142,690.98,691.18,diatom rich,clast-poor sandy diamict [M89m],,diatom rich clast-poor sandy diamict,interlamination,GLEY 1 5/10Y (greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,6,A,
374-U1522A-75R-6-A,142,146,691.18,691.22,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 43-46, 20-21, 133-134",,,,374,U1522,A,75,R,6,A,
374-U1522A-75R-7-A,0,106,691.22,692.28,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,lonestone,,,"Lonestones at 34-35, 73-74",,,,374,U1522,A,75,R,7,A,
374-U1522A-75R-CC-A,0,9,692.28,692.37,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/5GY (very dark greenish gray),,,,,,,,,,,,,,,374,U1522,A,75,R,CC,A,
374-U1522A-76R-1-A,0,149,692.2,693.69,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 66-68 cm.,,,,374,U1522,A,76,R,1,A,
374-U1522A-76R-2-A,0,126,693.69,694.95,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,"Lonestone at 8-10, 62, 65 (meta sed), 106 (igneous), 110 (igneous), and 139 cm.",,,,374,U1522,A,76,R,2,A,
374-U1522A-76R-3-A,0,56,694.95,695.51,diatom bearing,clast-poor sandy diamict [M89m],,diatom bearing clast-poor sandy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,Lonestone at 42-45 (igneous) cm.,,,,374,U1522,A,76,R,3,A,
374-U1522A-76R-CC-A,0,18,695.51,695.69,diatom bearing,clast-poor muddy diamict [M89m],,diatom bearing clast-poor muddy diamict,,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,Lonestone at 66-68 cm.,,,,374,U1522,A,76,R,CC,A,
374-U1522A-76R-CC-A,8,15,695.59,695.66,,,,,,,,,,,,,,,gradational boundary or contact,,trasition somewhere between 8-15 cm.,,,,374,U1522,A,76,R,CC,A,
