Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418D-24H-4-A,89.0,150.0,209.19,209.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,"faintly laminated 10Y 4/1 (dark greenish grey) with N 4 (dark grey); 27 silt laminae, mud 5 cm or less;;
",,,,,,341,U1418,D,24,H,4,A
341-U1418D-24H-5-A,0.0,131.0,209.8,211.11,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],4,,,granule [W22_2],subrounded,,,,,,"faintly laminated  N 4 (dark grey) with 10Y 4/1 (dark greenish grey); 6 silt laminae; sitlstone granules at 5, 67, 88, 111 cm;
",,,,,,341,U1418,D,24,H,5,A
341-U1418D-24H-6-A,0.0,59.0,211.11,211.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,24,H,6,A
341-U1418D-24H-CC-A,0.0,14.0,211.7,211.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,24,H,CC,A
341-U1418D-24H-CC-A,14.0,19.0,211.84,211.89,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,24,H,CC,A
341-U1418D-25H-1-A,0.0,32.0,211.8,212.12,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with silt laminae
- slight colour banding to more greyish and greenish
- few and small black mottles

- silt laminae:
- continuous and discontinuous
- thickness: <5 mm
- number: 9
- spacing: 5 mm - ~8 cm
- sharp lower boundary
- graded and massive
",,,,,,341,U1418,D,25,H,1,A
341-U1418D-25H-1-A,32.0,150.0,212.12,213.3,,mud [Leg210],with silt [Leg339],mud  with silt ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,present [A79],13,,,,,,,,,,"- mud with silt laminae and silt/sand patches
- some discontinuous silt laminae
- scattered silt/sand patches (<1 cm)
- 13 granule lonestones
- intervals with volcaniclastic bearing mud (based on smear slide from 78 cm)
",,,,,,341,U1418,D,25,H,1,A
341-U1418D-25H-2-A,0.0,150.0,213.3,214.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],5,,,,,,,,,,"- mud with silt laminae and silt/sand patches
- some discontinuous silt laminae
- scattered silt/sand patches (<0.5 cm)
- 5 granule and pebble lonestones

- silt laminae:
- thickness: <3 mm
- number: <10
- spacing: <2 - >20 cm
- sharp lower boundaries
- massive

",,,,,,341,U1418,D,25,H,2,A
341-U1418D-25H-3-A,0.0,140.0,214.8,216.2,,mud [Leg210],with silt [Leg339],mud  with silt ,trace amount,1,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,"- mud with silt laminae and silt/sand patches
- some discontinuous silt laminae
- scattered silt/sand patches (<~3 cm)
- 4 granule and pebble lonestones

- interval with diatom-rich mud containing volcanic ash (based on smear slide from 84 cm)

- silt laminae:
- thickness: <1 mm
- number: <10


",,,,,,341,U1418,D,25,H,3,A
341-U1418D-25H-3-A,140.0,150.0,216.2,216.3,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,D,25,H,3,A
341-U1418D-25H-4-A,0.0,150.0,216.3,217.8,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,chaotic mud-silt-sand mixture due to suck in; sand bed at bottom,,,,,,341,U1418,D,25,H,4,A
341-U1418D-25H-5-A,0.0,150.0,217.8,219.3,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,,,,,,"clayey mud interbedded with often discontinuous thin (0.6 cm) silt laminae (36 in total), sharp lower boundaries",,,,,,341,U1418,D,25,H,5,A
341-U1418D-25H-6-A,0.0,105.0,219.3,220.35,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],7,,,,,,,,,,mud with few (9) silty patches and thin (0.3 cm) laminae,,,,,,341,U1418,D,25,H,6,A
341-U1418D-25H-6-A,105.0,110.0,220.35,220.4,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,"very fine, well sorted sand, no grading",sharp contact,erosive,,,,341,U1418,D,25,H,6,A
341-U1418D-25H-6-A,110.0,128.0,220.4,220.58,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mud with few silty patches and thin (0.3 cm) laminae,,,,,,341,U1418,D,25,H,6,A
341-U1418D-25H-6-A,128.0,138.0,220.58,220.68,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,25,H,6,A
341-U1418D-26H-1-A,0.0,150.0,220.6,222.1,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud with silt laminae and one silt bed
- SLIGHT colour change to more greenish and greyish
- generally few black mottles, but larger number from ~42-45
- one granule lonestone
- few mud patches (<5 mm)

- silt bed
- ~2 cm thick
- erosive lower boundary

- silt laminae
- continuous and discontinuous
- thickness: <8 mm
- number: ~25
- spacing: 5 mm - ~23 cm
- sharp lower boundaries
- gradational and massive
",,,,,,341,U1418,D,26,H,1,A
341-U1418D-26H-2-A,0.0,150.0,222.1,223.6,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,"- mud with silt laminae
- SLIGHT colour change to more greenish and greyish
- generally few and very small black mottles
- two lonestones
- few mud patches (<5 mm)

- silt laminae
- continuous and discontinuous
- thickness: <5 mm
- number: ~35
- spacing: 3 mm - ~15 cm
- sharp lower boundaries
- gradational and massive
",,,,,,341,U1418,D,26,H,2,A
341-U1418D-26H-3-A,0.0,121.0,223.6,224.81,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,"- mud with silt laminae
- SLIGHT colour change to more greenish and greyish
- generally few and very small (<1 mm) black mottles
- one pebble lonestone
- few mud patches (<5 mm)

- silt laminae
- continuous and discontinuous
- thickness: <5 mm
- number: ~15
- spacing: 8 mm - ~32 cm
- sharp lower boundaries
- massive",,,,,,341,U1418,D,26,H,3,A
341-U1418D-26H-3-A,121.0,123.5,224.81,224.835,,sand [Leg210],,sand ,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,"- very fine sand with much pyrite
- graded
- colours: 5Y 3/1 (lower 1.5 cm) and 5Y 4/1 (upper cm)
- erosive lower boundary",,,,,,341,U1418,D,26,H,3,A
341-U1418D-26H-3-A,123.5,140.0,224.835,225.0,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,- for details see top of section 4,,,,,,341,U1418,D,26,H,3,A
341-U1418D-26H-3-A,140.0,150.0,225.0,225.1,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,D,26,H,3,A
341-U1418D-26H-4-A,0.0,55.0,225.1,225.65,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mud with few silt patches and thin (0.3 to 0.5 cm) silt laminae (18),,,,,,341,U1418,D,26,H,4,A
341-U1418D-26H-4-A,55.0,150.0,225.65,226.6,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,mud with few silt patches and thin (0.3 to 0.5 cm) silt laminae ,,,,,,341,U1418,D,26,H,4,A
341-U1418D-26H-5-A,0.0,69.0,226.6,227.29,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,mud with few silt patches and thin silt laminae ,,,,,,341,U1418,D,26,H,5,A
341-U1418D-26H-5-A,69.0,72.0,227.29,227.32,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,very fine sand,sharp contact,erosive,,,,341,U1418,D,26,H,5,A
341-U1418D-26H-5-A,72.0,74.0,227.32,227.34,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,mud with few silt patches and thin silt laminae ,,,,,,341,U1418,D,26,H,5,A
341-U1418D-26H-5-A,74.0,151.0,227.34,228.11,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,mud interbedded with 10 thin (0.3 cm) silt laminae,,,,,,341,U1418,D,26,H,5,A
341-U1418D-26H-6-A,0.0,152.0,228.11,229.63,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mud interbedded with 13 thin (0.3-1 cm) silt laminae; lower part heavily disturbed due to suck in,,,,,,341,U1418,D,26,H,6,A
341-U1418D-26H-CC-A,0.0,35.0,229.63,229.98,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mud and silt mix due to suck in,,,,,,341,U1418,D,26,H,CC,A
341-U1418D-26H-CC-A,35.0,40.0,229.98,230.03,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,26,H,CC,A
341-U1418D-27H-1-A,0.0,150.0,230.0,231.5,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],9,,,,,,,,,,"- mud with silt laminae
- SLIGHT colour change to more greenish and greyish
- generally few and small (< 5 mm) black mottles
- 9 lonestones
- few mud and sand patches (max. 2 mm; mostly <5 mm)

- silt laminae
- continuous and discontinuous
- thickness: <8 mm
- number: ~20
- spacing: 5 mm - ~22 cm
- sharp lower boundaries
- gradational and massive
- some laminae lighter than matrix

- lamina of very fine sand around 110 cm
- sand patch around 111-113 cm 
",,,,,,341,U1418,D,27,H,1,A
341-U1418D-27H-2-A,0.0,140.0,231.5,232.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],12,,,,,,,,,,"- mud with silt laminae
- SLIGHT colour change to more greenish and greyish
- generally few and very small black mottles
- 12 lonestones
- few mud and sand patches (max. 1.5 mm; mostly <5 mm)

- iceberg dump ~47 cm: relatively many granules

- silt laminae
- continuous and discontinuous
- thickness: <3 mm
- number: >20
- spacing: ~3 mm - ~33 cm
- sharp lower boundaries
- massive
- some laminae lighter than matrix
",,,,,,341,U1418,D,27,H,2,A
341-U1418D-27H-2-A,140.0,150.0,232.9,233.0,,,,,,,,,,,,,,,,,,,,,,Sample IW,,,,,,341,U1418,D,27,H,2,A
341-U1418D-27H-3-A,0.0,7.0,233.0,233.07,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,- see 9.5-150 for details,sharp contact,irregular,,,,341,U1418,D,27,H,3,A
341-U1418D-27H-3-A,7.0,9.5,233.07,233.095,,sand [Leg210],,sand ,,,normal grading,N 4 (dark gray),,,,,,,,,,,,,,"- graded medium to fine sand
- erosive lower boundary",sharp contact,erosive,,,,341,U1418,D,27,H,3,A
341-U1418D-27H-3-A,9.5,147.0,233.095,234.47,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,trace amount,1,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,"- mud with silt laminae
- SLIGHT colour change to more greenish and greyish
- generally few and very small black mottles
- 5 (one above 7 cm) lonestones
- few mud patches (<3 mm)

- intervals of volcaniclastic bearing mud (sub-angular silt; based on smear slide from 98 cm)

- silt laminae
- continuous and discontinuous
- thickness: <3 mm
- number: >15
- spacing: 1.5 cm - ~32 cm
- sharp lower boundaries
- gradational and massive
- most laminae lighter than matrix
",,,,,,341,U1418,D,27,H,3,A
341-U1418D-27H-CC-A,0.0,23.5,234.47,234.705,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,,,,,,,,,,,,"- mud with silt laminae
- SLIGHT colour change to more greenish and greyish
- one sand clast (~1 cm)

- silt laminae
- continuous and discontinuous
- thickness: <2 mm
- number: 2
- spacing: ~13 cm
- sharp lower boundaries
- massive
",,,,,,341,U1418,D,27,H,CC,A
341-U1418D-27H-CC-A,23.5,29.0,234.705,234.76,,,,,,,,,,,,,,,,,,,,,,Sample PAL,,,,,,341,U1418,D,27,H,CC,A
341-U1418D-28H-1-A,0.0,150.0,234.7,236.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,mud interbedded with thin patches and laminae (0.2-0.8 cm) of silt (39); very few black mottles,,,,,,341,U1418,D,28,H,1,A
341-U1418D-28H-2-A,0.0,108.0,236.2,237.28,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,mud interbedded with thin patches and laminae (0.5-1 cm) of silt (34),,,,,,341,U1418,D,28,H,2,A
341-U1418D-28H-2-A,108.0,150.0,237.28,237.7,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"mud with few silty patches; lonestone at 120-126 cm: 5x3 cm; coarse grained cristalline (Qz, Fsp, Mica,...)",,,,,,341,U1418,D,28,H,2,A
341-U1418D-28H-3-A,0.0,30.0,237.7,238.0,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,28,H,3,A
341-U1418D-28H-3-A,30.0,145.0,238.0,239.15,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,27 discontinuous silt laminae (0.5-1 cm thick),,,,,,341,U1418,D,28,H,3,A
341-U1418D-28H-CC-A,0.0,26.0,239.15,239.41,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,10 discontinuous silt laminae (ca. 0.8 cm thick),,,,,,341,U1418,D,28,H,CC,A
341-U1418D-28H-CC-A,26.0,31.0,239.41,239.46,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,D,28,H,CC,A
341-U1418D-29H-1-A,0.0,103.0,239.4,240.43,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"greenish gray color bands;
17 silt laminae (some N 5), with 5mm to 15cm mud intervals",,,,,,341,U1418,D,29,H,1,A
341-U1418D-29H-1-A,103.0,135.0,240.43,240.75,diatom bearing,mud [Leg210],,diatom bearing mud ,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],2,,,,,,,,,,,,,,,,341,U1418,D,29,H,1,A
341-U1418D-29H-1-A,135.0,150.0,240.75,240.9,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,"greenish gray color bands;
silt patch @ 138, 143, 149cm",,,,,,341,U1418,D,29,H,1,A
341-U1418D-29H-2-A,0.0,140.0,240.9,242.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],7,,,,,,,,,,"a few small patches of silt;
81-83cm: disturbed silt laminae;
granule clasts",,,,,,341,U1418,D,29,H,2,A
341-U1418D-29H-2-A,140.0,150.0,242.3,242.4,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,29,H,2,A
341-U1418D-29H-3-A,0.0,100.0,242.4,243.4,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,"30-32cm: sand patch;
98-100: very disturbed sand;
granule clasts",,,,,,341,U1418,D,29,H,3,A
341-U1418D-29H-4-A,0.0,62.0,243.4,244.02,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],8,,,,,,,,,,"10-15cm: heavily bowed silt (N 5);
30-39cm: concentration of clasts",,,,,,341,U1418,D,29,H,4,A
341-U1418D-29H-CC-A,0.0,16.0,244.02,244.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,29,H,CC,A
341-U1418D-29H-CC-A,16.0,31.0,244.18,244.33,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"4 silt laminae, with 5mm to 6cm mud intervals;
24cm: silt patch",,,,,,341,U1418,D,29,H,CC,A
341-U1418D-29H-CC-A,31.0,36.0,244.33,244.38,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,29,H,CC,A
341-U1418D-30H-1-A,0.0,150.0,244.1,245.6,calcareous bearing,mud [Leg210],with silt [Leg339],calcareous bearing mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,granule [W22_2],subrounded,pebble [W22_2],subangular,,,,"9 silt laminae; pebble 0.8 cm, argillite, at 37 cm; granules, siltstone, at 68 and 111 cm",,,,,,341,U1418,D,30,H,1,A
341-U1418D-30H-2-A,0.0,150.0,245.6,247.1,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,pebble [W22_2],subangular,granule [W22_2],subrounded,,,,"8 silt laminae; pebble 0.8 cm, argillite, at 100 cm; granule, siltstone, at 36 cm; disintegrated greenish clast, prob. strongly weathered, igneous, likely volcanic, intermediate composition",,,,,,341,U1418,D,30,H,2,A
341-U1418D-30H-3-A,0.0,135.0,247.1,248.45,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],2,,,pebble [W22_2],angular,granule [W22_2],subangular,,,,"7 silt laminae; pebble 0.6 cm, argillite, at 16 cm; granule, siltstone, at 85 cm",,,,,,341,U1418,D,30,H,3,A
341-U1418D-30H-CC-A,0.0,13.0,248.45,248.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1418,D,30,H,CC,A
341-U1418D-30H-CC-A,13.0,18.0,248.58,248.63,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,30,H,CC,A
341-U1418D-31H-1-A,0.0,22.0,248.6,248.82,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silt laminae @14, 18, 19, 21cm",,,,,,341,U1418,D,31,H,1,A
341-U1418D-31H-1-A,22.0,88.0,248.82,249.48,,diatom ooze [Leg339],,diatom ooze ,,,,10GY 4/1 (dark greenish gray),slight [DB86],1,,,,,,,,,,,,"grayish green mottling;
",,,,,,341,U1418,D,31,H,1,A
341-U1418D-31H-1-A,88.0,125.0,249.48,249.85,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,present [A79],3,,,,,pebble [W22_2],subangular,,,,90-92cm: 1.5cm clast,,,,,,341,U1418,D,31,H,1,A
341-U1418D-31H-1-A,125.0,135.0,249.85,249.95,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subangular,,,,"126-128: 2cm long argillite;
",,,,,,341,U1418,D,31,H,1,A
341-U1418D-31H-1-A,135.0,150.0,249.95,250.1,,,,,,,,,,,,,,,,,,,,,,OJIM,,,,,,341,U1418,D,31,H,1,A
341-U1418D-31H-2-A,0.0,6.0,250.1,250.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,6.0,36.0,250.16,250.46,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,present [A79],5,,,,,pebble [W22_2],subangular,,,,"9-11cm: 2cm sandstone;
",gradational contact,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,36.0,37.0,250.46,250.47,,silt [Leg210],,silt ,,,normal grading,N 5 (gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,37.0,49.0,250.47,250.59,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,49.0,51.0,250.59,250.61,,sand [Leg210],,sand ,,,normal grading,N 3 (very dark gray),,,absent [A79],,,,,,,,,,,,,irregular,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,51.0,103.0,250.61,251.13,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"12 silt laminae, with mud @1-13cm intervals",,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,103.0,140.0,251.13,251.5,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-2-A,140.0,150.0,251.5,251.6,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,31,H,2,A
341-U1418D-31H-3-A,0.0,121.0,251.6,252.81,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],5,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,D,31,H,3,A
341-U1418D-31H-4-A,0.0,59.0,252.81,253.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,present [A79],1,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,D,31,H,4,A
341-U1418D-31H-CC-A,0.0,14.0,253.4,253.54,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,31,H,CC,A
341-U1418D-31H-CC-A,14.0,28.0,253.54,253.68,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,"6 silt laminae, 2mm to 4cm thick",,,,,,341,U1418,D,31,H,CC,A
341-U1418D-31H-CC-A,28.0,34.0,253.68,253.74,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,31,H,CC,A
341-U1418D-32H-1-A,0.0,44.0,253.3,253.74,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,,,,,,,,,,,,faintly laminated 10Y 4/1 (dark greenish gray) with dark grey (N 4);,,,,,,341,U1418,D,32,H,1,A
341-U1418D-32H-1-A,44.0,90.0,253.74,254.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],1,,,granule [W22_2],subrounded,,,,,,"24 silt laminae, mud 4 cm or less; granule at 67 cm, siltstone",,,,,,341,U1418,D,32,H,1,A
341-U1418D-32H-1-A,90.0,150.0,254.2,254.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,8 silt laminae,,,,,,341,U1418,D,32,H,1,A
341-U1418D-32H-2-A,0.0,150.0,254.8,256.3,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,10Y 4/1 (dark greenish gray),,,present [A79],2,,,granule [W22_2],subangular,,,,,,2 siltstone granules at 14 and 83 cm; faintly laminated 10Y 4/1 (dark greenish gray) with dark grey (N 4);,,,,,,341,U1418,D,32,H,2,A
341-U1418D-32H-3-A,0.0,83.0,256.3,257.13,,mud [Leg210],with silt [Leg339],mud  with silt ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated dark grey (N 4) with 10Y 4/1 (dark greenish gray); 12 silt laminae,,,,,,341,U1418,D,32,H,3,A
341-U1418D-32H-CC-A,0.0,18.0,257.13,257.31,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,faintly laminated dark grey (N 4) with 10Y 4/1 (dark greenish gray); ,,,,,,341,U1418,D,32,H,CC,A
341-U1418D-32H-CC-A,18.0,23.0,257.31,257.36,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,D,32,H,CC,A
341-U1418D-33X-1-A,0.0,140.0,257.3,258.7,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,greenish gray color bands; might be lots of drilling disturbance,,,,,,341,U1418,D,33,X,1,A
341-U1418D-33X-1-A,140.0,150.0,258.7,258.8,,,,,,,,,,,,,,,,,,,,,,IW,,,,,,341,U1418,D,33,X,1,A
341-U1418D-33X-2-A,0.0,60.0,258.8,259.4,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,greenish gray color bands,gradational contact,,,,,341,U1418,D,33,X,2,A
341-U1418D-33X-2-A,60.0,75.0,259.4,259.55,,mud [Leg210],,mud ,,,color banding,N 3 (very dark gray),,,present [A79],1,,,,,,,,,,,gradational contact,,,,,341,U1418,D,33,X,2,A
341-U1418D-33X-2-A,75.0,92.0,259.55,259.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,80cm: pyritized burrow cast,,,,,,341,U1418,D,33,X,2,A
341-U1418D-33X-2-A,92.0,101.0,259.72,259.81,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1418,D,33,X,2,A
341-U1418D-33X-3-A,0.0,46.0,259.81,260.27,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,absent [A79],,,,,,,,,,,greenish gray color bands,,,,,,341,U1418,D,33,X,3,A
341-U1418D-33X-3-A,46.0,56.0,260.27,260.37,,,,,,,,,,,,,,,,,,,,,,SCRE,,,,,,341,U1418,D,33,X,3,A
341-U1418D-33X-CC-A,0.0,31.0,260.37,260.68,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,absent [A79],,,,,,,,,,,,,,,,,341,U1418,D,33,X,CC,A
341-U1418D-33X-CC-A,31.0,41.0,260.68,260.78,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,,,,,,,341,U1418,D,33,X,CC,A
